Column1,INDEX,TARGET_WINS,TEAM_BATTING_H,TEAM_BATTING_2B,TEAM_BATTING_3B,TEAM_BATTING_HR,TEAM_BATTING_BB,TEAM_BATTING_SO,TEAM_BASERUN_SB,TEAM_BASERUN_CS,TEAM_BATTING_HBP,TEAM_PITCHING_H,TEAM_PITCHING_HR,TEAM_PITCHING_BB,TEAM_PITCHING_SO,TEAM_FIELDING_E,TEAM_FIELDING_DP,TEAM_BATTING_1B,log_TEAM_BATTING_1B,log_TEAM_BATTING_3B,log_TEAM_BASERUN_SB,log_TEAM_BASERUN_CS,log_TEAM_BATTING_2B,log_TEAM_BATTING_HR,log_TEAM_PITCHING_HR,log_TEAM_PITCHING_H,log_TEAM_FIELDING_E,sqrt_TEAM_PITCHING_HR,SB_PCT
1901,2131,78,1546,257,110,31,433,592,357,58.33333333,58,2057.5,38,535,732,500,149,1148,7.045776577,4.700480366,5.877735782,4.066173685,5.549076085,-3.433987204,7.275172319,7.629246933,6.295266001,6.164414003,0.859550562
1902,2132,87,1560,232,88,56,538,484,275,70.55555556,58,2057.5,69,660,594,500,149,1184,7.076653815,4.477336814,5.616771098,4.256400422,5.446737372,-4.025351691,8.468213009,7.629246933,6.295266001,8.306623863,0.795819936
1903,2133,76,1423,186,91,42,547,503,323,61.66666667,58,1527,45,587,540,500,149,1104,7.006695227,4.510859507,5.777652323,4.121743536,5.225746674,-3.737669618,7.61332498,7.331060305,6.295266001,6.708203932,0.839688042
1904,2134,83,1748,223,124,75,619,342,367,66.11111111,58,2057.5,92,760,420,500,149,1326,7.189922171,4.820281566,5.905361848,4.191336828,5.407171771,-4.317488114,9.043577154,7.629246933,6.295266001,9.591663047,0.847357619
1905,2135,108,1775,242,118,53,584,266,392,68.33333333,58,2057.5,65,717,326,500,149,1362,7.216709487,4.770684624,5.97126184,4.22439769,5.488937726,-3.970291914,8.34877454,7.629246933,6.295266001,8.062257748,0.851556843
1906,2136,82,1637,236,111,40,561,361,361,41.66666667,58,2057.5,49,694,446,500,149,1250,7.13089883,4.709530201,5.888877958,3.729701449,5.463831805,-3.688879454,7.783640596,7.629246933,6.295266001,7,0.896523179
1907,2137,79,1710,197,108,49,543,335,339,42.77777778,58,2057.5,61,671,414,500,149,1356,7.212294469,4.682131227,5.826000107,3.756018757,5.283203729,-3.891820298,8.221747728,7.629246933,6.295266001,7.810249676,0.887951106
1908,2138,103,1792,232,104,38,500,404,406,51.66666667,58,2057.5,47,618,500,500,149,1418,7.257002707,4.644390899,6.00635316,3.944812828,5.446737372,-3.63758616,7.700295203,7.629246933,6.295266001,6.8556546,0.887108521
1909,2139,83,1536,205,93,37,462,402,231,44,58,1659,40,499,434,500,149,1201,7.090909822,4.532599493,5.442417711,3.784189634,5.323009979,-3.610917913,7.377758908,7.41397029,6.295266001,6.32455532,0.84
1910,2140,65,1545,174,70,25,418,389,253,38,58,1669,27,451,420,500,149,1276,7.151485464,4.248495242,5.533389489,3.63758616,5.159055299,-3.218875825,6.591673732,7.419979924,6.295266001,5.196152423,0.869415808
1911,2141,70,1546,208,72,27,433,403,277,46,58,2057.5,32,508,473,500,146,1239,7.122059882,4.276666119,5.624017506,3.828641396,5.33753808,-3.295836866,6.931471806,7.629246933,6.295266001,5.656854249,0.857585139
1912,2142,61,1449,197,54,22,358,680,157,38,58,1713,26,423,804,406,96,1176,7.069874128,3.988984047,5.056245805,3.63758616,5.283203729,-3.091042453,6.516193076,7.446001498,6.00635316,5.099019514,0.805128205
1913,2143,57,1281.5,175,41,10,300,631,223,120.5555556,58,1544,12,357,752,393,124,1055.5,6.961769867,3.713572067,5.407171771,4.792110689,5.164785974,-2.302585093,4.9698133,7.342131731,5.973809612,3.464101615,0.649094437
1914,2144,98,1503,211,57,23,442,713.2286691,308,165.1388889,58,1752,27,515,1092,334,101,1212,7.100027167,4.043051268,5.730099783,5.106786871,5.351858133,-3.135494216,6.591673732,7.468513271,5.811140993,5.196152423,0.650971643
1915,2145,112,1426,214,69,33,460,697.4376285,300,165.1388889,58,1510,35,487,1092,306,98,1110,7.012115294,4.234106505,5.703782475,5.106786871,5.365976015,-3.496507561,7.110696123,7.31986493,5.723585102,5.916079783,0.644968647
1916,2146,111,1474,202,93,41,547,736.9152301,308,165.1388889,58,1561,43,579,1092,268,98,1138,7.037027615,4.532599493,5.730099783,5.106786871,5.308267697,-3.713572067,7.522400231,7.353081921,5.590986981,6.557438524,0.650971643
1917,2147,102,1281.5,173,56,16,600,761.6545271,307,119.5833333,58,1382,17,639,1092,243,90,1036.5,6.943604932,4.025351691,5.726847748,4.784013478,5.153291594,-2.772588722,5.666426688,7.231287004,5.493061443,4.123105626,0.719671811
1918,2149,103,1409,191,45,21,520,870.0863395,190,160.5555556,58,1482,22,547,1092,261,83,1152,7.049254841,3.80666249,5.247024072,5.078640023,5.252273428,-3.044522438,6.182084907,7.301147806,5.564520407,4.69041576,0.54199683
1919,2150,97,1405,183,72,28,561,755.3381108,248,162.2222222,58,1488,30,594,1092,323,105,1122,7.022868086,4.276666119,5.513428746,5.088967137,5.209486153,-3.33220451,6.802394763,7.305188215,5.777652323,5.477225575,0.604550379
1920,2151,96,1463,215,87,33,591,514,297,167.2222222,58,1539,35,622,541,297,123,1128,7.028201432,4.465908119,5.693732139,5.1193236,5.370638028,-3.496507561,7.110696123,7.338888134,5.693732139,5.916079783,0.639779799
1921,2152,105,1481,238,109,43,561,536,367,148.8888889,58,1568,46,594,568,266,91,1091,6.994849986,4.691347882,5.905361848,5.003200316,5.472270674,-3.761200116,7.657282793,7.357556201,5.583496309,6.782329983,0.711393496
1922,2153,111,1557,248,95,50,551,533,342,119.5833333,58,1670,54,591,572,300,132,1164,7.059617628,4.553876892,5.834810737,4.784013478,5.513428746,-3.912023005,7.977968093,7.420578905,5.703782475,7.348469228,0.740927965
1923,2154,108,1521,241,76,32,473,534,315,132.2222222,58,1621,34,504,569,269,114,1172,7.06646697,4.33073334,5.752572639,4.884484009,5.484796933,-3.465735903,7.052721049,7.390798522,5.59471138,5.830951895,0.704347826
1924,2155,88,1434,234,62,32,470,504,251,97.77777778,58,1508,34,494,530,266,125,1106,7.008505182,4.127134385,5.525452939,4.58269733,5.455321115,-3.465735903,7.052721049,7.318539549,5.583496309,5.830951895,0.719655941
1925,2156,74,1398,208,72,26,336,583,165,146,58,1490,28,358,621,273,127,1092,6.995766156,4.276666119,5.105945474,4.983606622,5.33753808,-3.258096538,6.66440902,7.306531399,5.609471795,5.291502622,0.530546624
1926,2157,92,1391,200,79,45,379,595,220,136.6666667,58,1483,48,404,634,231,115,1067,6.972606251,4.369447852,5.393627546,4.917544871,5.298317367,-3.80666249,7.742402022,7.301822342,5.442417711,6.92820323,0.61682243
1927,2158,103,1431,179,75,41,392,561,170,118.3333333,58,1505,43,412,590,219,128,1136,7.035268599,4.317488114,5.135798437,4.773505501,5.187385806,-3.713572067,7.522400231,7.316548177,5.38907173,6.557438524,0.589595376
1928,2159,93,1412,196,69,17,354,477,170,93.33333333,58,2057.5,22,462,623,199,102,1130,7.029972912,4.234106505,5.135798437,4.536177315,5.278114659,-2.833213344,6.182084907,7.629246933,5.293304825,4.69041576,0.64556962
1929,2160,101,1451,236,74,46,380,471,182,105.5555556,58,1679,53,440,545,249,111,1095,6.998509642,4.304065093,5.204006687,4.659237407,5.463831805,-3.828641396,7.940583827,7.425953657,5.517452896,7.280109889,0.632921175
1930,2161,90,1501,221,80,48,454,573,138,119,58,1579,50,478,603,220,144,1152,7.049254841,4.382026635,4.927253685,4.779123493,5.398162702,-3.871201011,7.824046011,7.364547014,5.393627546,7.071067812,0.536964981
1931,2163,98,1747,266,95,84,471,443,122,87,58,2057.5,88,495,466,204,153,1302,7.171656823,4.553876892,4.804021045,4.465908119,5.583496309,-4.430816799,8.954673629,7.629246933,5.318119994,9.38083152,0.583732057
1932,2164,101,1705,263,80,90,516,430,112,74,58,2057.5,95,546,455,186,149,1272,7.148345744,4.382026635,4.718498871,4.304065093,5.572154032,-4.49980967,9.107753783,7.629246933,5.225746674,9.746794345,0.602150538
1933,2165,98,1730,285,86,101,494,507,87,56,58,2057.5,107,523,537,197,169,1258,7.137278437,4.454347296,4.465908119,4.025351691,5.65248918,-4.615120517,9.345657669,7.629246933,5.283203729,10.34408043,0.608391608
1934,2166,92,1606,255,65,122,438,527,84,69,58,1712,130,467,562,211,137,1164,7.059617628,4.17438727,4.430816799,4.234106505,5.541263545,-4.804021045,9.735068901,7.445417557,5.351858133,11.40175425,0.549019608
1935,2167,79,1540,230,62,78,364,451,101,106.6666667,58,1652,84,391,484,200,161,1170,7.064759028,4.127134385,4.615120517,4.669708707,5.438079309,-4.356708827,8.861633598,7.409741954,5.298317367,9.16515139,0.48635634
1936,2168,97,1677,264,65,115,485,486,77,101.1111111,58,1764,121,510,511,205,168,1233,7.117205503,4.17438727,4.343805422,4.616220022,5.575949103,-4.744932128,9.591581091,7.475339237,5.323009979,11,0.43231441
1937,2169,98,1683,290,62,124,467,396,65,92.77777778,58,1770,130,491,417,187,184,1207,7.095893221,4.127134385,4.17438727,4.530207148,5.669880923,-4.820281566,9.735068901,7.478734826,5.231108617,11.40175425,0.411971831
1938,2170,90,1710,269,50,146,517,435,91,114.4444444,58,2057.5,157,555,467,170,175,1245,7.126890809,3.912023005,4.510859507,4.740089504,5.59471138,-4.983606622,10.11249161,7.629246933,5.135798437,12.52996409,0.442942131
1939,2171,92,1861,278,87,150,444,402,62,181.1111111,58,2057.5,158,467,423,173,173,1346,7.20489251,4.465908119,4.127134385,5.199110716,5.627621114,-5.010635294,10.12519007,7.629246933,5.153291594,12.56980509,0.255027422
1940,2172,93,1656,268,68,108,408,421,88,146.1111111,58,1765,115,435,449,169,134,1212,7.100027167,4.219507705,4.477336814,4.984367367,5.590986981,-4.682131227,9.489864257,7.475905969,5.129898715,10.72380529,0.375889891
1941,2173,76,1606,277,57,122,366,411,33,132.7777778,58,1689,128,385,432,201,150,1150,7.047517221,4.043051268,3.496507561,4.888676887,5.624017506,-4.804021045,9.704060528,7.431891917,5.303304908,11.3137085,0.199061662
1942,2174,97,1532,217,44,87,402,508,33,131.1111111,58,1633,93,428,541,190,166,1184,7.076653815,3.784189634,3.496507561,4.87604514,5.379897354,-4.465908119,9.065198986,7.398174093,5.247024072,9.643650761,0.201083277
1943,2175,98,1572,254,43,133,430,557,20,91.11111111,58,1664,141,455,590,190,149,1142,7.04053639,3.761200116,2.995732274,4.512079763,5.537334267,-4.890349128,9.897519781,7.416979621,5.247024072,11.87434209,0.18
1944,2176,96,1703,263,59,130,415,507,34,92.22222222,58,2057.5,138,439,537,184,137,1251,7.13169851,4.077537444,3.526360525,4.524201123,5.572154032,-4.86753445,9.85450737,7.629246933,5.214935758,11.74734012,0.269366197
1945,2177,97,1608,249,50,102,453,475,33,89.44444444,58,1692,107,477,500,177,173,1207,7.095893221,3.912023005,3.496507561,4.4936177,5.517452896,-4.624972813,9.345657669,7.43366654,5.176149733,10.34408043,0.269509982
1946,2178,101,1582,268,44,118,439,524,48,90,58,1686,126,468,558,169,152,1152,7.049254841,3.784189634,3.871201011,4.49980967,5.590986981,-4.770684624,9.672563814,7.430114139,5.129898715,11.22497216,0.347826087
1947,2179,90,1538,227,39,135,502,570,33,91.66666667,58,1661,146,542,616,181,159,1137,7.036148494,3.663561646,3.496507561,4.518158809,5.424950017,-4.905274778,9.967213243,7.41517511,5.198497031,12.08304597,0.264705882
1948,2180,83,1497,226,41,124,534,535,28,92.77777778,58,1606,133,573,574,164,163,1106,7.008505182,3.713572067,3.33220451,4.530207148,5.420534999,-4.820281566,9.780698256,7.381501895,5.099866428,11.53256259,0.231830727
1949,2181,77,1517,214,49,97,483,509,48,68.88888889,58,1617,103,515,542,148,141,1157,7.053585727,3.891820298,3.871201011,4.232494901,5.365976015,-4.574710979,9.269457976,7.38832786,4.997212274,10.14889157,0.410646388
1950,2182,78,1483,263,37,101,534,548,38,76.11111111,58,1570,107,565,580,169,152,1082,6.986566459,3.610917913,3.63758616,4.332194261,5.572154032,-4.615120517,9.345657669,7.358830898,5.129898715,10.34408043,0.333008763
1951,2183,91,1410,173,37,116,595,545,42,56.11111111,58,1503,124,634,581,146,136,1084,6.988413182,3.610917913,3.737669618,4.027333852,5.153291594,-4.753590191,9.640563131,7.31521839,4.983606622,11.13552873,0.42808607
1952,2184,58,1386,162,35,86,508,498,37,60.55555556,58,1468,91,538,527,177,148,1103,7.005789019,3.555348061,3.610917913,4.103561217,5.087596335,-4.454347296,9.021719013,7.291656209,5.176149733,9.539392014,0.379271071
1953,2185,70,1471,201,49,98,539,505,41,63.33333333,58,1547,103,567,531,188,135,1123,7.023758955,3.891820298,3.713572067,4.148411783,5.303304908,-4.584967479,9.269457976,7.344072851,5.236441963,10.14889157,0.392971246
1954,2186,83,1534,187,37,122,534,487,41,36.66666667,58,1635,130,569,519,177,119,1188,7.0800265,3.610917913,3.713572067,3.601868077,5.231108617,-4.804021045,9.735068901,7.399398083,5.176149733,11.40175425,0.527896996
1955,2187,64,1395,185,39,127,560,574,48,48.88888889,58,1467,134,589,604,167,127,1044,6.950814768,3.663561646,3.871201011,3.88955015,5.220355825,-4.844187086,9.7956796,7.290974778,5.117993812,11.5758369,0.495412844
1956,2188,85,1521,231,50,232,520,598,31,78.33333333,58,1600,244,547,629,163,143,1008,6.915723449,3.912023005,3.433987204,4.360973225,5.442417711,-5.446737372,10.99433645,7.377758908,5.093750201,15.62049935,0.283536585
1957,2189,82,1422,221,52,173,630,682,54,27.77777778,58,1496,182,663,717,164,141,976,6.883462586,3.951243719,3.988984047,3.324236341,5.398162702,-5.153291594,10.40801337,7.310550159,5.099866428,13.49073756,0.660326087
1958,2190,77,1455,214,55,155,645,550,45,13.88888889,58,1531,163,679,579,171,141,1031,6.938284484,4.007333185,3.80666249,2.63108916,5.365976015,-5.043425117,10.1875004,7.333676396,5.141663557,12.76714533,0.764150943
1959,2192,101,1440,207,55,185,692,644,57,35,58,1486,191,714,665,175,181,993,6.900730664,4.007333185,4.043051268,3.555348061,5.332718793,-5.220355825,10.50454686,7.303843225,5.164785974,13.82027496,0.619565217
1960,2193,97,1406,196,59,159,564,707,32,33,58,1479,167,593,744,161,184,992,6.899723107,4.077537444,3.465735903,3.496507561,5.278114659,-5.068904202,10.23598762,7.299121463,5.081404365,12.92284798,0.492307692
1961,2194,74,1527,205,47,185,525,640,33,22,58,1606,195,552,673,158,159,1090,6.993932975,3.850147602,3.496507561,3.091042453,5.323009979,-5.220355825,10.54599912,7.381501895,5.062595033,13.96424004,0.6
1962,2195,102,1458,204,44,196,549,590,32,24,58,1534,206,578,621,162,181,1014,6.921658184,3.784189634,3.465735903,3.17805383,5.318119994,-5.278114659,10.65575234,7.335633982,5.087596335,14.35270009,0.571428571
1963,2196,84,1449,182,36,178,523,611,40,23,58,1524,187,550,643,148,174,1053,6.959398512,3.583518938,3.688879454,3.135494216,5.204006687,-5.18178355,10.46221723,7.329093736,4.997212274,13.67479433,0.634920635
1964,2197,70,1334,202,47,153,423,693,70,36,58,1403,161,445,729,151,150,932,6.837332815,3.850147602,4.248495242,3.583518938,5.308267697,-5.030437921,10.16280873,7.24636808,5.017279837,12.68857754,0.660377358
1965,2198,73,1419,180,57,165,470,704,67,40,58,1493,174,494,741,169,189,1017,6.924612396,4.043051268,4.204692619,3.688879454,5.192956851,-5.105945474,10.3181106,7.308542798,5.129898715,13.19090596,0.626168224
1966,2199,84,1472,263,44,179,559,859,67,31,58,1548,188,588,1092,160,164,986,6.893656355,3.784189634,4.204692619,3.433987204,5.572154032,-5.187385806,10.47288393,7.344719054,5.075173815,13.7113092,0.683673469
1967,2200,87,1449,251,37,176,498,920,85,36,58,1524,185,524,1092,160,124,985,6.892641641,3.610917913,4.442651256,3.583518938,5.525452939,-5.170483995,10.44071165,7.329093736,5.075173815,13.60147051,0.702479339
1968,2201,83,1427,231,65,137,491,890,90,47,58,1501,144,517,1092,174,123,994,6.901737207,4.17438727,4.49980967,3.850147602,5.442417711,-4.919980926,9.939626599,7.313886832,5.159055299,12,0.656934307
1969,2202,89,1451,230,34,193,532,804,83,57,58,1526,203,560,1092,140,133,994,6.901737207,3.526360525,4.418840608,4.043051268,5.438079309,-5.262690189,10.62641196,7.330405212,4.941642423,14.24780685,0.592857143
1970,2204,88,1442,206,35,197,441,889,55,49,58,1442,197,441,1092,156,113,1004,6.9117473,3.555348061,4.007333185,3.891820298,5.327876169,-5.283203729,10.56640746,7.273786318,5.049856007,14.03566885,0.528846154
1971,2205,90,1360,185,38,165,505,900,64,35,58,1360,165,505,1092,159,136,972,6.879355804,3.63758616,4.158883083,3.555348061,5.220355825,-5.105945474,10.21189095,7.215239979,5.068904202,12.84523258,0.646464646
1972,2206,95,1384,169,43,159,476,844,47,27,58,1384,159,476,1092,148,124,1013,6.920671504,3.761200116,3.850147602,3.295836866,5.129898715,-5.068904202,10.1378084,7.232733136,4.997212274,12.60952021,0.635135135
1973,2207,94,1382,196,31,182,417,865,29,30,58,1391,183,420,1092,169,132,973,6.880384082,3.433987204,3.36729583,3.401197382,5.278114659,-5.204006687,10.41897231,7.237778192,5.129898715,13.52774926,0.491525424
1974,2208,91,1354,201,39,140,520,978,22,30,58,1354,140,520,1092,134,149,974,6.881411304,3.663561646,3.091042453,3.401197382,5.303304908,-4.941642423,9.883284845,7.210818453,4.8978398,11.83215957,0.423076923
1975,2209,88,1301,162,33,108,508,904,50,37,58,1301,108,508,1092,162,125,998,6.905753276,3.496507561,3.912023005,3.610917913,5.087596335,-4.682131227,9.364262454,7.170888479,5.087596335,10.39230485,0.574712644
1976,2210,90,1325,187,28,136,711,1054,71,32,58,1325,136,711,1092,169,155,974,6.881411304,3.33220451,4.262679877,3.465735903,5.231108617,-4.912654886,9.825309771,7.189167738,5.129898715,11.66190379,0.689320388
1977,2211,86,1460,257,35,165,729,1005,83,27,58,1460,165,729,1092,170,153,1003,6.910750788,3.555348061,4.418840608,3.295836866,5.549076085,-5.105945474,10.21189095,7.286191715,5.135798437,12.84523258,0.754545455
1978,2212,90,1348,224,36,140,654,1042,101,36,58,1348,140,654,1092,177,153,948,6.854354502,3.583518938,4.615120517,3.583518938,5.411646052,-4.941642423,9.883284845,7.206377291,5.176149733,11.83215957,0.737226277
1979,2213,72,1339,221,38,157,502,1008,129,47,58,1399,164,525,1092,161,126,923,6.827629235,3.63758616,4.859812404,3.850147602,5.398162702,-5.056245805,10.19973286,7.243512975,5.081404365,12.80624847,0.732954545
1980,2214,88,1452,212,52,161,590,913,112,52,58,1452,161,590,1092,163,138,1027,6.93439721,3.951243719,4.718498871,3.951243719,5.356586275,-5.081404365,10.16280873,7.280697195,5.093750201,12.68857754,0.682926829
1981,2215,72,1380,228,38,93,548,869,107,51,58,1380,93,548,1092,175,153,1021,6.928537818,3.63758616,4.672828834,3.931825633,5.429345629,-4.532599493,9.065198986,7.229838778,5.164785974,9.643650761,0.67721519
1982,2216,80,1421,236,45,85,608,780,100,47,58,1430,86,612,785,146,165,1055,6.961296046,3.80666249,4.605170186,3.850147602,5.463831805,-4.442651256,8.908694593,7.265429723,4.983606622,9.273618495,0.680272109
1983,2217,74,1340,211,37,85,518,778,88,55,58,1340,85,518,778,183,153,1007,6.914730893,3.610917913,4.477336814,4.007333185,5.351858133,-4.442651256,8.885302513,7.200424893,5.209486153,9.219544457,0.615384615
1984,2219,89,1331,240,41,117,554,814,87,54,58,1331,117,554,1092,146,118,933,6.838405201,3.713572067,4.465908119,3.988984047,5.480638923,-4.762173935,9.52434787,7.193685818,4.983606622,10.81665383,0.617021277
1985,2220,71,1328,192,36,125,580,925,140,73,58,1328,125,580,1092,161,138,975,6.882437471,3.583518938,4.941642423,4.290459441,5.257495372,-4.828313737,9.656627475,7.19142933,5.081404365,11.18033989,0.657276995
1986,2222,82,1373,235,38,92,563,792,130,73,58,2057.5,134,693.5,1092,144,149,1008,6.915723449,3.63758616,4.86753445,4.290459441,5.459585514,-4.521788577,9.7956796,7.629246933,4.9698133,11.5758369,0.640394089
1987,2223,87,1393,213,30,133,607,915,130,56,58,1393,133,607,1092,173,125,1017,6.924612396,3.401197382,4.86753445,4.025351691,5.361292166,-4.890349128,9.780698256,7.239214974,5.153291594,11.53256259,0.698924731
1988,2224,79,1324,206,30,142,619,990,140,78,58,1324,142,619,1092,171,109,946,6.852242569,3.401197382,4.941642423,4.356708827,5.327876169,-4.955827058,9.911654115,7.188412736,5.141663557,11.91637529,0.642201835
1989,2226,62,1281.5,217,31,115,488,962,99,55,58,1263,115,488,1092,144,134,918.5,6.822741905,3.433987204,4.59511985,4.007333185,5.379897354,-4.744932128,9.489864257,7.141245122,4.9698133,10.72380529,0.642857143
1990,2227,83,1394,269,29,114,536,1087,148,93,58,1394,114,536,1092,143,149,982,6.889591308,3.36729583,4.997212274,4.532599493,5.59471138,-4.736198448,9.472396897,7.239932591,4.96284463,10.67707825,0.614107884
1991,2228,90,1458,274,32,205,511,1094,126,97,58,1458,205,511,1092,129,183,947,6.853299093,3.465735903,4.836281907,4.574710979,5.613128106,-5.323009979,10.64601996,7.284820913,4.859812404,14.31782106,0.565022422
1992,2229,83,1353,227,44,113,550,1023,121,78,58,1353,113,550,1092,129,145,969,6.876264612,3.784189634,4.795790546,4.356708827,5.424950017,-4.727387819,9.454775637,7.210079628,4.859812404,10.63014581,0.608040201
1993,2230,92,1365,241,52,141,508,1071,87,54,58,1365,141,508,1092,113,135,931,6.836259277,3.951243719,4.465908119,3.988984047,5.484796933,-4.94875989,9.897519781,7.218909708,4.727387819,11.87434209,0.617021277
1994,2231,85,1459,221,35,152,488,973,109,56,58,1459,152,488,1092,107,148,1051,6.957497371,3.555348061,4.691347882,4.025351691,5.398162702,-5.023880521,10.04776104,7.285506549,4.672828834,12.32882801,0.660606061
1995,2233,72,1330,220,36,105,435,1067,112,64,58,1330,105,435,1092,111,174,969,6.876264612,3.583518938,4.718498871,4.158883083,5.393627546,-4.65396035,9.3079207,7.192934221,4.709530201,10.24695077,0.636363636
1996,2234,103,1534,269,33,168,516,930,120,65,58,1534,168,516,1092,101,169,1064,6.96979067,3.496507561,4.787491743,4.17438727,5.59471138,-5.123963979,10.24792796,7.335633982,4.615120517,12.9614814,0.648648649
1997,2235,77,1357,224,45,173,513,1013,161,56,58,2057.5,244,723,1092,96,159,915,6.818924065,3.80666249,5.081404365,4.025351691,5.411646052,-5.153291594,10.99433645,7.629246933,4.564348191,15.62049935,0.741935484
1998,2236,75,1413,258,37,171,531,1193,155,52,58,1590,192,597,1092,119,160,947,6.853299093,3.610917913,5.043425117,3.951243719,5.552959585,-5.141663557,10.51499074,7.371489295,4.779123493,13.85640646,0.748792271
1999,2237,68,1400,245,21,153,615,1189,113,53,58,1400,153,615,1092,134,165,981,6.88857246,3.044522438,4.727387819,3.970291914,5.501258211,-5.030437921,10.06087584,7.244227516,4.8978398,12.36931688,0.680722892
2000,2238,90,1415,266,37,172,642,1120,121,49,58,1415,172,642,1092,120,157,940,6.845879875,3.610917913,4.795790546,3.891820298,5.583496309,-5.147494477,10.29498895,7.25488481,4.787491743,13.11487705,0.711764706
2001,2239,88,1531,290,26,160,674,1034,101,51,58,1522,159,670,1092,100,156,1055,6.961296046,3.258096538,4.615120517,3.931825633,5.669880923,-5.075173815,10.1378084,7.327780538,4.605170186,12.60952021,0.664473684
2002,2240,86,1507,307,18,188,696,1028,109,56,58,1507,188,696,1092,105,150,994,6.901737207,2.890371758,4.691347882,4.025351691,5.726847748,-5.236441963,10.47288393,7.317876199,4.65396035,13.7113092,0.660606061
2003,2241,97,1535,304,44,226,709,1032,79,39,51,1535,226,709,1092,93,173,961,6.867974409,3.784189634,4.369447852,3.663561646,5.717027701,-5.420534999,10.84107,7.33628566,4.532599493,15.03329638,0.669491525
2004,2242,90,1493,304,40,235,625,1090,57,42,50,1493,235,625,1092,118,170,914,6.817830571,3.688879454,4.043051268,3.737669618,5.717027701,-5.459585514,10.91917103,7.308542798,4.770684624,15.32970972,0.575757576
2005,2243,96,1474,302,35,199,620,967,74,21,65,1483,200,624,1092,91,167,938,6.843749949,3.555348061,4.304065093,3.044522438,5.710427017,-5.293304825,10.59663473,7.301822342,4.510859507,14.14213562,0.778947368
2006,2244,101,1449,283,29,181,597,986,53,37,40,1458,182,601,1092,80,164,956,6.862757913,3.36729583,3.970291914,3.610917913,5.645446898,-5.198497031,10.40801337,7.284820913,4.382026635,13.49073756,0.588888889
2007,2245,91,1500,314,33,183,705,874,43,23,72,1500,183,705,1092,101,153,970,6.877296071,3.496507561,3.761200116,3.135494216,5.749392986,-5.209486153,10.41897231,7.313220387,4.615120517,13.52774926,0.651515152
2008,2246,75,1427,299,26,128,431,901,71,35,49,1427,128,431,1092,90,146,974,6.881411304,3.258096538,4.262679877,3.555348061,5.700443573,-4.852030264,9.704060528,7.263329617,4.49980967,11.3137085,0.669811321
2009,2247,76,1427,299,52,164,497,897,58,25,53,1436,165,500,1092,92,133,912,6.81563999,3.951243719,4.060443011,3.218875825,5.700443573,-5.099866428,10.21189095,7.26961675,4.521788577,12.84523258,0.698795181
2010,2248,67,1345,207,70,28,540,710,121,20.55555556,58,1443,30,579,762,289,101,1040,6.946975992,4.248495242,4.795790546,3.023131248,5.332718793,-3.33220451,6.802394763,7.274479559,5.666426688,5.477225575,0.854788069
2011,2249,92,1414,209,85,24,606,528,205,17.77777778,58,1487,25,637,555,218,117,1096,6.999422468,4.442651256,5.323009979,2.877949238,5.342334252,-3.17805383,6.43775165,7.304515946,5.384495063,5,0.920199501
2012,2250,104,1793,371,59,46,259,777,100,20,58,2057.5,66,371,1092,500,149,1317,7.183111702,4.077537444,4.605170186,2.995732274,5.916202063,-3.828641396,8.379309484,7.629246933,6.295266001,8.124038405,0.833333333
2013,2251,54,1281.5,182,32,12,321,618,100,42.22222222,58,2057.5,18,482,1092,500,149,1055.5,6.961769867,3.465735903,4.605170186,3.742946675,5.204006687,-2.48490665,5.780743516,7.629246933,6.295266001,4.242640687,0.703125
2014,2252,57,1329,243,61,40,312,871,207,40,58,1765,53,414,1092,500,149,985,6.892641641,4.110873864,5.332718793,3.688879454,5.493061443,-3.688879454,7.940583827,7.475905969,6.295266001,7.280109889,0.83805668
2015,2253,34,1281.5,171,9,14,119,363.75,100,31.11111111,58,2057.5,187,693.5,495.5,500,149,1087.5,6.991636763,2.197224577,4.605170186,3.437565026,5.141663557,-2.63905733,10.46221723,7.629246933,6.295266001,13.67479433,0.762711864
2016,2254,93,1527,200,64,14,79,363.75,100,11.66666667,58,2057.5,187,417.5,495.5,500,149,1249,7.13009851,4.158883083,4.605170186,2.456735773,5.298317367,-2.63905733,10.46221723,7.629246933,6.295266001,13.67479433,0.895522388
2017,2255,75,1343,176,83,22,227,458,100,26.66666667,58,2057.5,45,460,1092,500,83,1062,6.967909202,4.418840608,4.605170186,3.283414346,5.170483995,-3.091042453,7.61332498,7.629246933,6.295266001,6.708203932,0.789473684
2018,2256,107,1475,195,76,12,207,397,100,42.22222222,58,2057.5,20,342,656,500,149,1192,7.083387848,4.33073334,4.605170186,3.742946675,5.272999559,-2.48490665,5.991464547,7.629246933,6.295266001,4.472135955,0.703125
2019,2257,101,1493,229,91,17,263,513,100,40,58,2057.5,26,398,777,500,149,1156,7.052721049,4.510859507,4.605170186,3.688879454,5.433722004,-2.833213344,6.516193076,7.629246933,6.295266001,5.099019514,0.714285714
2020,2258,114,1416,191,82,25,338,408,100,25,58,2057.5,36,489,590,500,149,1118,7.019296654,4.406719247,4.605170186,3.218875825,5.252273428,-3.218875825,7.167037877,7.629246933,6.295266001,6,0.8
